country,state,abbv,county,city,address,zipcode,loc_no,name,cer_no,date_cer,ownership,lrd,ncs,pts,sps,hhas,sq,sqr
United States,Ohio,OH,Mercer,CELINA,909 EAST WAYNE STREET SUITE 126,45822,89002,MERCER HEALTH HOME CARE,367089,1966-08-30,Government - State/ County,1996-08-30,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Ohio,OH,Stark,ALLIANCE,885 SOUTH SAWBURG ROAD SUITE 106,44601,88277,ALLIANCE VISITING NURSE ASSOCIATION & HOSPICE,367094,1966-11-08,Non - Profit Other,1996-11-08,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Hall,GRAND ISLAND,2116 W FAIDLEY AVE,68803,80552,CHI HEALTH AT HOME - GRAND ISLAND,287005,1967-04-13,Non - Profit Religious,1997-04-13,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Adams,HASTINGS,620  NORTH ST JOSEPH AVENUE,68901,80602,HOME HEALTH SERVICES OF MARY LANNING MEM HEALTHCAR,287009,1972-04-24,Non - Profit Private,2002-04-24,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Adams,HASTINGS,601 SOUTH 1ST AVE,68901,80602,GOOD SAM SOC - HASTINGS VILLAGE HOME HEALTH,287104,1996-04-03,Non - Profit Religious,2011-04-03,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0
United States,Nebraska,NE,Washington,BLAIR,718 N 21ST STREET,68008,80327,MCH & HS HOME HEALTH CARE,287015,1975-02-03,Non - Profit Other,2005-02-03,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Dodge,FREMONT,2400 NORTH LINCOLN SUITE B,68025,80527,FREMONT HEALTH HOME CARE,287016,1976-02-01,Government - State/ County,2006-02-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Dawson,COZAD,835 MERIDAN AVENUE PO BOX 207,69130,80427,CENTRAL PLAINS HOME HEALTH,287008,1977-05-01,Government - Local,2007-05-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Douglas,OMAHA,810 N 96TH ST SUITE 201,68114,80977,CHI HEALTH AT HOME - OMAHA,287019,1977-11-15,Non - Profit Religious,2007-11-15,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Nebraska,NE,Douglas,OMAHA,1000 NORTH 90TH STREET SUITE 203,68114,80977,ST. JOSEPH VILLA HOMECARE & HOSPICE,287028,1982-07-20,Proprietary,2002-07-20,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Douglas,OMAHA,9140 WEST DODGE RD SUITE 401,68114,80977,KINDRED AT HOME,287038,1984-08-24,Proprietary,2004-08-24,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Douglas,OMAHA,10040 REGENCY CIR SUITE 330,68114,80977,PROGRESSIVE HOME HEALTH & HOSPICE LLC,287144,2012-07-05,Proprietary,2014-07-05,YES,YES,YES,YES,Not Available,
United States,Nebraska,NE,Lincoln,NORTH PLATTE,600 EAST FRANCIS STREET SUITES 8 & 9,69101,80927,GREAT PLAINS HEALTH HOME HEALTH & HOSPICE,287020,1978-06-05,Non - Profit Other,2008-06-05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Platte,COLUMBUS,3005 19TH STREET SUITE 600,68601,80402,HOME HEALTH OF COLUMBUS COMMUNITY HOSPITAL,287026,1982-05-01,Non - Profit Private,2002-05-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Douglas,OMAHA,5332 S 138TH ST STE100,68137,81102,INTERIM HEALTHCARE OF OMAHA,287027,1982-06-28,Proprietary,2002-06-28,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Douglas,OMAHA,12875 DEAUVILLE DRIVE,68137,81102,GOOD SAMARITAN SOCIETY - OMAHA METRO HOME CARE,287072,1992-09-09,Non - Profit Religious,2007-09-09,YES,YES,YES,YES,Not Available,
United States,Nebraska,NE,Douglas,OMAHA,11011 Q STREET SUITE 105B,68137,81102,WILLINGHAM HEALTH SERVICES HOME CARE LLC,287135,2008-12-30,Proprietary,2010-12-30,YES,YES,YES,YES,Not Available,
United States,Nebraska,NE,Richardson,FALLS CITY,116 WEST 19TH STREET,68355,80502,IN HOME HEALTH CARE INC.,287036,1983-12-19,Proprietary,2003-12-19,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Jefferson,FAIRBURY,P O BOX 277 2200 NORTH H STREET,68352,80477,JEFFERSON COMMUNITY HEALTH CENTER INC,287037,1984-02-22,Non - Profit Private,2004-02-22,YES,YES,YES,YES,Not Available,
United States,Nebraska,NE,Knox,CREIGHTON,1503 MAIN STREET,68729,80452,AVERA AT HOME DBA AVERA@HOME,287039,1984-11-21,Government - Local,2004-11-21,YES,YES,YES,YES,Not Available,
United States,Nebraska,NE,Antelope,NELIGH,P O BOX 229 102 WEST 9TH STREET,68756,80877,ANTELOPE MEMORIAL HOSPITAL HOME HEALTH CARE,287040,1985-01-28,Non - Profit Private,2005-01-28,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Cheyenne,SIDNEY,1625 DORWART DR STE A,69162,81302,SIDNEY REGIONAL MEDICAL CENTER HOME HEALTH,287041,1985-05-28,Non - Profit Other,2005-05-28,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Lancaster,LINCOLN,245 SOUTH 84TH STREET SUITE 300,68510,80777,CHI HEALTH AT HOME - LINCOLN,287050,1986-05-01,Non - Profit Religious,2006-05-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Lancaster,LINCOLN,8055 O STREET SUITE 111,68510,80777,KINDRED AT HOME,287060,1990-05-11,Proprietary,2005-05-11,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Lancaster,LINCOLN,4720 RANDOLPH STREET,68510,80777,TABITHA HOME HEALTH CARE,287002,1966-07-01,Non - Profit Religious,1996-07-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Saunders,WAHOO,P O BOX 367  141 EAST 5TH STREET,68066,81402,HOSPICE AND HOME HEALTHCARE OF SAUNDERS COUNTY,287053,1988-04-01,Proprietary,2008-04-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Dawes,CHADRON,825 CENTENNIAL DR,69337,80377,CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES,287052,1988-05-23,Non - Profit Private,2008-05-23,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Boone,ALBION,632 WEST FAIRVIEW STREET ROOM#4,68620,80227,BOONE COUNTY HEALTH CENTER HOME HEALTH,287056,1989-10-19,Government - State/ County,2009-10-19,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Valley,ORD,400 SOUTH 23RD STREET,68862,81202,VCHS HOME HEALTH,287055,1989-10-20,Government - State/ County,2009-10-20,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Otoe,SYRACUSE,1579 MIDLAND STREET BOX N,68446,81327,COMMUNITY HEALTH SERVICES,287057,1989-12-21,Government - Local,2009-12-21,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Cherry,VALENTINE,P O BOX 410 510 NORTH GREEN STREET,69201,81377,CHERRY CO HOSPITAL HOME HEALTH,287059,1990-03-01,Government - State/ County,2005-03-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Morrill,BRIDGEPORT,1309 R STREET,69336,80352,MORRILL COUNTY COMM HOSP  HOME HEALTH AGENC,287061,1990-09-13,Government - State/ County,2005-09-13,YES,YES,YES,YES,Not Available,
United States,Nebraska,NE,Lancaster,LINCOLN,6040 SOUTH 58TH STREET SUITE A,68516,80802,INTERIM HEALTHCARE,287062,1991-05-02,Proprietary,2006-05-02,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Lancaster,LINCOLN,3901 FAULKNER DR,68516,80802,ELITE PROFESSIONALS HOME CARE COMPANY,287122,2004-05-20,Proprietary,2006-05-20,YES,YES,YES,YES,Not Available,
United States,Nebraska,NE,Douglas,OMAHA,4156 SOUTH 52ND STREET,68117,81002,CHILDREN'S HOME HEALTHCARE,287063,1991-08-21,Non - Profit Private,2006-08-21,YES,YES,NO,NO,Not Available,
United States,Nebraska,NE,Holt,O' NEILL,209 EAST BENTON STREET SUITE 110,68763,80952,AVERA AT HOME DBA AVERA@HOME,287071,1992-07-09,Non - Profit Other,2007-07-09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Johnson,TECUMSEH,292 BROADWAY STREET,68450,81352,JOHNSON CO HOSPITAL HOME HEALTH SERVICES,287073,1992-11-04,Government - State/ County,2007-11-04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Cuming,WEST POINT,435 NORTH MONITOR STREET,68788,81452,ST. FRANCIS HOME HEALTH CARE,287075,1993-10-19,Non - Profit Religious,2008-10-19,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Perkins,GRANT, 111 WEST 10TH STREET,69140,80577,HI-LINE HOME HEALTH,287076,1993-11-22,Government - State/ County,2008-11-22,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Dawson,LEXINGTON,P O BOX 980 1600 WEST 13TH,68850,80727,LEXINGTON REGIONAL HEALTH CENTER HOME HEALTH,287086,1994-12-06,Government - Local,2009-12-06,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Phelps,HOLDREGE,211 WEST 14TH AVENUE LOWER LEVEL,68949,80652,RURALMED HOME CARE RESOURCES,287087,1994-12-13,Non - Profit Private,2009-12-13,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Madison,NORFOLK,1500 KOENIGSTEIN,68701,80902,FAITH REGIONAL HOME HEALTH SER,287089,1995-02-23,Non - Profit Religious,2010-02-23,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Lancaster,LINCOLN,3901 NORMAL BLVD SUITE 102,68506,80752,FIRSTCARE HOME HEALTH OF EASTERN NEBRASKA,287090,1995-05-11,Proprietary,2010-05-11,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Wayne,WAYNE,1200 PROVIDENCE ROAD,68787,81427,PROVIDENCE MEDICAL CENTER HOME HEALTH,287095,1995-09-08,Non - Profit Other,2010-09-08,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,York,YORK,2319 N LINCOLN AVENUE,68467,81477,YORK GENERAL HOSP HOME HEALTH,287101,1995-12-08,Non - Profit Private,2010-12-08,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Nebraska,NE,Red Willow,MCCOOK,711 EAST 11TH STREET SUITE A,69001,80852,COMMUNITY HEALTHCARE AND HOSPICE,287106,1996-06-27,Non - Profit Other,2011-06-27,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Douglas,OMAHA,8710 F STREET SUITE 118,68127,81052,INFUSCIENCE,287109,1996-12-02,Proprietary,2011-12-02,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Nebraska,NE,Douglas,OMAHA,4905 SOUTH 107TH AVENUE,68127,81052,PHYSMED INC,287125,2005-04-05,Proprietary,2007-04-05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Douglas,OMAHA,7602 PARK DRIVE,68127,81052,HOME NURSING WITH HEART,287126,2005-06-16,Non - Profit Private,2007-06-16,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Nebraska,NE,Douglas,OMAHA,8212 F STREET,68127,81052,PHYSICIANS CHOICE HOME HEALTH CARE,287128,2005-11-04,Proprietary,2007-11-04,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Nebraska,NE,Douglas,OMAHA,6550 SOUTH 84TH SUITE 100 A,68127,81052,FIDELITY HOME HEALTH CARE LLC,287146,2013-08-07,Proprietary,2015-08-07,YES,YES,YES,YES,Not Available,
United States,Nebraska,NE,Pierce,PLAINVIEW,PO BOX 489 202 S MAIN STREET,68769,81252,CHI HEALTH HEALTH AT HOME PLAINVIEW,287110,1996-12-04,Non - Profit Religious,2011-12-04,YES,YES,NO,YES,Worse Than Expected,1.0 - 2.5
United States,Nebraska,NE,Brown,AINSWORTH,945 EAST ZERO STREET,69210,80202,BROWN COUNTY HOSPITAL HOME HEALTH,287112,1997-02-21,Government - State/ County,2012-02-21,YES,YES,YES,YES,Not Available,
United States,Nebraska,NE,Douglas,OMAHA,3604 N 72ND STREET,68134,81077,VITALCARE HOME HEALTH,287114,1998-11-10,Proprietary,2013-11-10,YES,YES,YES,YES,Not Available,
United States,Nebraska,NE,Douglas,OMAHA,9529 SPRAGUE STREET,68134,81077,ZUTAN HOME HEALTHCARE INCORPORATED,287139,2011-03-03,Proprietary,2013-03-03,YES,YES,YES,YES,Not Available,
United States,Nebraska,NE,Nemaha,AUBURN,918 26TH STREET SUITE C,68305,80252,GOOD SAMARITAN SOCIETY HOME CARE OF SOUTHEAST NE,287115,1998-11-20,Non - Profit Religious,2013-11-20,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Nemaha,AUBURN,2022 13TH STREET,68305,80252,NEMAHA COUNTY HOME CARE,287120,2000-12-21,Government - State/ County,2002-12-21,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Thayer,HEBRON,120 PARK AVENUE,68370,80627,HEARTLAND HOME HEALTH,287118,1999-08-19,Government - State/ County,2014-08-19,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Douglas,OMAHA,7253 GROVER STREET,68124,81027,PRIME HOME CARE,287123,2004-12-02,Proprietary,2006-12-02,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Douglas,OMAHA,9001 ARBOR ST SUITE 206,68124,81027,NEBRASKA HOME HEALTH CARE LLC,287136,2009-06-30,Proprietary,2011-06-30,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Douglas,OMAHA,9239 WEST CENTER ROAD SUITE 100,68124,81027,MAXIM HEALTHCARE SERVICES INC,287140,2011-03-08,Proprietary,2013-03-08,YES,NO,NO,YES,Not Available,
United States,Nebraska,NE,Douglas,OMAHA,11306 DAVENPORT STREET,68154,81152,AMAKES QUALITY HOME CARE INC,287124,2004-12-16,Proprietary,2006-12-16,YES,YES,YES,YES,Not Available,
United States,Nebraska,NE,Douglas,OMAHA,10842 OLD MILL ROAD SUITE 1,68154,81152,MIDWEST HOME HEALTH INC. DBA ANGELS CARE HOME HEA,287132,2007-08-29,Proprietary,2009-08-29,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Nebraska,NE,Buffalo,KEARNEY,3611 2ND AVE,68847,80677,EVANGELICAL LUTHERAN GSS HOME CARE OF CENTRAL NE,287129,2006-12-13,Non - Profit Religious,2008-12-13,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Douglas,OMAHA,11711 ARBOR STREET SUITE 210,68144,81127,IFY'S HOME HEALTH CARE,287130,2007-06-27,Proprietary,2009-06-27,YES,YES,YES,YES,Not Available,
United States,Nebraska,NE,Douglas,OMAHA,11414 WEST CENTER ROAD #125,68144,81127,RECOVER HEALTH,287131,2007-07-03,Proprietary,2009-07-03,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Douglas,OMAHA,11414 WEST CENTER ROAD SUITE 340,68144,81127,MIDLAND MODESTY HOME HEALTHCARE,287143,2011-11-16,Proprietary,2013-11-16,YES,YES,YES,YES,Not Available,
United States,Nebraska,NE,Douglas,OMAHA,12565 WEST CENTER ROAD SUITE 100,68144,81127,VISITING NURSE ASSN. OF THE MIDLANDS,287003,1966-07-01,Non - Profit Private,1996-07-01,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Nebraska,NE,Sarpy,BELLEVUE,1820 HILLCREST DRIVE SUITE A,68005,80302,HILLCREST HOME CARE,287133,2007-09-05,Proprietary,2009-09-05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Sarpy,LA VISTA,7552 S 84TH STREET,68128,80702,AMBI'S HOME HEALTH CARE LLC,287137,2010-04-12,Proprietary,2012-04-12,YES,YES,YES,YES,Not Available,
United States,Nebraska,NE,Douglas,OMAHA,11220 FORT STREET SUITE 102,68164,81177,COMPER CARE REHAB INC,287142,2012-01-13,Proprietary,2014-01-13,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Douglas,OMAHA,13820 MANDERSON CIRCLE,68164,81177,FREEDOM IN HOME SERVICES LLC,287145,2012-08-01,Proprietary,2014-08-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Douglas,OMAHA,10909 COTTONWOOD LANE,68164,81177,OMAHA CAREONE CAREGIVERS LLC,287149,2015-09-15,Proprietary,2015-09-15,YES,YES,YES,YES,Not Available,
United States,Nebraska,NE,Lancaster,LINCOLN,11301 WEST HOLDREGE,68528,80827,PERSONAL HEALTH CARE SERVICES LLC,287147,2014-10-11,Proprietary,2016-10-11,YES,YES,NO,YES,Not Available,
United States,Nebraska,NE,Sarpy,PAPILLION,2416 LAKEWOOD DR,68046,81227,FLEXCARE SOLUTIONS LLC,287148,2015-07-27,Proprietary,2015-07-27,YES,YES,YES,YES,Not Available,
United States,Nebraska,NE,Gage,BEATRICE,1201 SOUTH 9TH STREET,68310,80277,BEATRICE COMMUNITY HOSPITAL HOME CARE,287001,1966-07-01,Non - Profit Other,1996-07-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nebraska,NE,Scotts Bluff,SCOTTSBLUFF,3701 AVENUE D SUITE 2105,69361,81277,REGIONAL WEST MEDICAL CENTER HOME CARE,287004,1966-07-01,Non - Profit Religious,1996-07-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,District of Columbia,DC,District of Columbia,WASHINGTON,1707 L STREET NW SUITE 900,20036,24477,HMI HOME HEALTH DIVISION,97025,1973-06-30,Proprietary,2003-06-30,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,District of Columbia,DC,District of Columbia,WASHINGTON,1820 JEFFERSON PLACE NW,20036,24477,CAPITOL VIEW HOME HEALTH CARE AGENCY,97067,2008-01-08,Proprietary,2010-01-08,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,District of Columbia,DC,District of Columbia,WASHINGTON,5101 WISCONSIN AVENUE NW   SUITE 250,20016,24352,NURSING ENTERPRISES INC.,97018,1987-07-29,Proprietary,2007-07-29,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,District of Columbia,DC,District of Columbia,WASHINGTON,4000 ABERMARLE STREET NW,20016,24352,AMERICARE IN HOME NURSING,97066,2007-12-19,Proprietary,2009-12-19,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,District of Columbia,DC,District of Columbia,WASHINGTON,1100 H STREET NW  SUITE # 940,20005,24202,AMEDISYS HOME HEALTH,97024,1990-02-16,Proprietary,2005-02-16,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,District of Columbia,DC,District of Columbia,WASHINGTON,1420 K STREET NW,20005,24202,ASAP SERVICES CORPORATION,97051,2002-12-13,Proprietary,2004-12-13,YES,YES,YES,YES,Not Available,
United States,District of Columbia,DC,District of Columbia,WASHINGTON,820 UPSHUR STREET NW,20011,24302,IDEAL NURSING SERVICES INC.,97036,1994-06-27,Proprietary,2009-06-27,YES,YES,YES,YES,Not Available,
United States,District of Columbia,DC,District of Columbia,WASHINGTON,5513 ILLINOIS AVENUE NW,20011,24302,PREMIUM SELECT HOME CARE INC,97050,2000-09-22,Proprietary,2002-09-22,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,District of Columbia,DC,District of Columbia,WASHINGTON,821 KENNEDY STREET NW,20011,24302,ABA HOME HEALTH CARE INC,97061,2006-07-13,Proprietary,2008-07-13,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,District of Columbia,DC,District of Columbia,WASHINGTON,6120 KANSAS AVENUE NW,20011,24302,JD NURSING AND MANAGEMENT SERVICES INC,97064,2007-03-16,Proprietary,2009-03-16,YES,YES,YES,YES,Not Available,
United States,District of Columbia,DC,District of Columbia,WASHINGTON,6031 KANSAS AVE. NW   SUITE 201,20011,24302,COMMUNITY CARE NURSING SERVICES OF DC,97068,2008-05-02,Proprietary,2010-05-02,YES,YES,YES,YES,Not Available,
United States,District of Columbia,DC,District of Columbia,WASHINGTON,901 FIRST STREET NW,20001,24127,VMT HOME HEALTH AGENCY,97041,1995-05-24,Proprietary,2010-05-24,YES,YES,NO,YES,Not Available,
United States,District of Columbia,DC,District of Columbia,WASHINGTON,1416 9TH STREET NW,20001,24127,HUMAN TOUCH HOME HEALTH CARE AGENCY INC,97052,2003-06-13,Proprietary,2005-06-13,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,District of Columbia,DC,District of Columbia,WASHINGTON,1818 NEW YORK AVENUE NE SUITE 211,20002,24152,NURSING UNLIMITED SERVICES INC,97045,1997-03-18,Proprietary,2012-03-18,YES,YES,YES,YES,Not Available,
United States,District of Columbia,DC,District of Columbia,WASHINGTON,1010 WISCONSIN AVENUE NW SUITE 300,20007,24227,PROFESSIONAL HEALTHCARE,97049,2000-04-21,Proprietary,2002-04-21,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,District of Columbia,DC,District of Columbia,WASHINGTON,7826 EASTERN AVENUE NW SUITE LL 16,20012,24327,BERHAN HOME HEALTH CARE AGENCY INC,97053,2003-10-09,Proprietary,2005-10-09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,District of Columbia,DC,District of Columbia,WASHINGTON,7506 GEORGIA AVENUE NW UNIT 1,20012,24327,KBC NURSING AGENCY & HOME HEALTH CARE INC,97057,2004-10-04,Proprietary,2006-10-04,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,District of Columbia,DC,District of Columbia,WASHINGTON,6856 EASTERN AVE NW SUITE 220,20012,24327,MAXIM HEALTHCARE SERVICES INC,97059,2005-03-17,Proprietary,2007-03-17,YES,NO,NO,YES,Not Available,
United States,District of Columbia,DC,District of Columbia,WASHINGTON,7600 GEORGIA AVENUE NW   SUITE#323,20012,24327,PREMIER HEALTHCARE SERVICES INC,97063,2007-01-05,Proprietary,2009-01-05,YES,YES,NO,YES,Not Available,
United States,District of Columbia,DC,District of Columbia,WASHINGTON,6856 EASTERN  AVENUE NW SUITE 320A,20012,24327,LINAC SERVICES INC,97065,2007-10-26,Proprietary,2009-10-26,YES,YES,YES,YES,Not Available,
United States,District of Columbia,DC,District of Columbia,WASHINGTON,2512 24TH STREET NE,20018,24402,IMMACULATE HEALTH CARE SERVICES INC,97056,2004-03-09,Proprietary,2006-03-09,YES,YES,YES,YES,Not Available,
United States,District of Columbia,DC,District of Columbia,WASHINGTON,3500 18TH STREET NE,20018,24402,T & N RELIABLE NURSING CARE,97058,2004-12-17,Proprietary,2006-12-17,YES,YES,NO,YES,Not Available,
United States,District of Columbia,DC,District of Columbia,WASHINGTON,7826 EASTERN AVENUE SUITE # 406,20010,24277,ALLIANCE HOME HEALTH CARE & EQUIPMENT SERVICES,97062,2006-08-04,Proprietary,2008-08-04,YES,YES,NO,YES,Not Available,
United States,District of Columbia,DC,District of Columbia,WASHINGTON,1731 BUNKER HILL ROAD NE,20017,24377,HSC HOME CARE LLC,97069,2009-11-19,Proprietary,2011-11-19,YES,YES,YES,YES,Not Available,
United States,District of Columbia,DC,District of Columbia,WASHINGTON,2759 MARTIN LUTHER KING JR AVENUE SE SUITE 105,20032,24452,MEIGER HEALTH,97070,2015-03-25,Proprietary,2015-03-25,YES,YES,NO,YES,Not Available,
United States,District of Columbia,DC,District of Columbia,WASHINGTON,4130 HUNT PLACE NE,20019,24427,MBI HEALTH SERVICES LLC,97071,2015-10-20,Proprietary,2015-10-20,YES,YES,NO,YES,Not Available,
United States,District of Columbia,DC,District of Columbia,WASHINGTON,1220 12TH STREET SE #G35,20003,24177,UNIVERSAL HOME HEALTHCARE INC,97072,2016-07-01,Proprietary,2016-07-01,YES,YES,YES,YES,Not Available,
United States,District of Columbia,DC,District of Columbia,WASHINGTON,4301 CONNECTICUT AVENUE 441,20008,24252,MEDSTAR HEALTH VNA,97000,1966-07-01,Non - Profit Other,1996-07-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nevada,NV,Elko,ELKO,PO BOX  1359,89801,84277,HOME HEALTH SERVICES OF NEVADA,297002,1967-06-07,Non - Profit Private,1997-06-07,YES,YES,YES,YES,Not Available,
United States,Nevada,NV,Elko,ELKO,2620 RUBY VISTA DRIVE,89801,84277,GENESIS HOME HEALTH SERVICES,297125,2006-01-17,Proprietary,2008-01-17,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nevada,NV,Elko,ELKO,1250 LAMOILLE HWY #309,89801,84277,NEW HORIZON HOME CARE LLC,297211,2015-03-30,Proprietary,2015-03-30,YES,YES,YES,YES,Not Available,
United States,Nevada,NV,Washoe,RENO,690 SIERRA ROSE DR,89511,85002,SAINT MARY'S HOME CARE SERVICES,297008,1978-06-01,Non - Profit Religious,2008-06-01,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Nevada,NV,Washoe,RENO,3935 S MCCARRAN BLVD,89502,84977,RENOWN HEALTH HOME CARE,297015,1983-07-14,Non - Profit Private,2003-07-14,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nevada,NV,Washoe,RENO,1201 CORPORATE BLVD SUITE 130,89502,84977,EDEN HOME HEALTH,297035,1991-03-21,Proprietary,2006-03-21,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nevada,NV,Clark,LAS VEGAS,1840 E WARM SPRINGS RD SUITE 100,89119,84627,ADVISACARE SOLUTIONS OF NEVADA INC,297020,1985-09-13,Proprietary,2005-09-13,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nevada,NV,Clark,LAS VEGAS,1776 E WARM SPRINGS STE 202,89119,84627,ST ROSE DOMINICAN HOSPITAL HOME HEALTH SERVICES,297054,1994-05-18,Non - Profit Religious,2009-05-18,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nevada,NV,Clark,LAS VEGAS,2325A RENAISSANCE DRIVE,89119,84627,MEDICAL SERVICES OF AMERICA HOME HEALTH,297080,1997-01-13,Proprietary,2012-01-13,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Nevada,NV,Clark,LAS VEGAS,1771 EAST FLAMINGO RD STE 220,89119,84627,MAXIM HEALTHCARE SERVICES INC,297085,1997-07-14,Proprietary,2012-07-14,YES,NO,NO,YES,Not Available,
United States,Nevada,NV,Clark,LAS VEGAS,4560 S EASTERN AVE STE B-15,89119,84627,APPLE HOME HEALTHCARE INC,297111,2004-05-21,Proprietary,2006-05-21,YES,YES,YES,YES,Not Available,
United States,Nevada,NV,Clark,LAS VEGAS,1421 E. SUNSET ROAD STE 12,89119,84627,OPTIMUM HEALTH CARE LLC,297121,2005-04-21,Proprietary,2007-04-21,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
