country,state,abbv,county,city,address,zipcode_x,loc_no,name,cer_no,date_cer,ownership,lrd,ncs,pts,sps,hhas,sq,sqr,c_sqr,latitude,longitude,zipcode_y,Population,Male,Female,Median Age,Race,Poverty Count,Poverty Rate,Household Income,Per Capita Income,Unemployment Count,Unemployment Rate,Total housing units,Median year structure built,Median Value for Housing Units,White alone race,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Some other race alone
United States,Texas,TX,Travis,AUSTIN,7800 SHOAL CREEK  SUITE 145 SOUTH,78757,112702,AMED HOME HEALTH,458114,8/23/94,Proprietary,8/23/09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,30.3602128,-97.7423068,78757,23611,11512,12099,37.2,23611,3568,15.11160053,62992,41052,471,1.994832917,11414,1965,321200,19798,368,0,894,2045
United States,Texas,TX,Travis,AUSTIN,7800 SHOAL CREEK BLVD STE 118 W,78757,112702,PINNACLE SENIOR CARE,677950,5/26/06,Proprietary,5/26/08,YES,YES,YES,YES,Not Available,,,30.3602128,-97.7423068,78757,23611,11512,12099,37.2,23611,3568,15.11160053,62992,41052,471,1.994832917,11414,1965,321200,19798,368,0,894,2045
United States,Texas,TX,Montgomery,CONROE,1192-D WEST DALLAS,77301,114352,TRADITIONS HEALTH CARE,458141,8/29/94,Proprietary,8/29/09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,30.3155304,-95.4691964,77301,31443,15829,15614,32.3,31443,6825,21.70594409,38259,17847,811,2.579270426,10857,1981,103400,26394,3373,81,173,1034
United States,Texas,TX,Montgomery,CONROE,1300 SOUTH FRAZIER SUITE 205,77301,114352,GUARDIAN ANGEL HOME HEALTH CARE,679286,6/6/03,Proprietary,6/6/05,YES,YES,YES,YES,Not Available,,,30.2875919,-95.457416,77301,31443,15829,15614,32.3,31443,6825,21.70594409,38259,17847,811,2.579270426,10857,1981,103400,26394,3373,81,173,1034
United States,Texas,TX,Montgomery,CONROE,903 NORTH SAN JACINTO,77301,114352,HOME CARE SELECT,747095,4/23/09,Proprietary,4/23/11,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,30.3168358,-95.4594543,77301,31443,15829,15614,32.3,31443,6825,21.70594409,38259,17847,811,2.579270426,10857,1981,103400,26394,3373,81,173,1034
United States,Texas,TX,Harris,TOMBALL,13530 MICHEL ROAD,77375,126402,TOMBALL REGIONAL HOME HEALTH,458148,9/2/94,Proprietary,9/2/09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,30.083484,-95.6253009,77375,46466,22980,23486,32.7,46466,5376,11.56974992,69046,28876,1431,3.079671157,16104,2002,159700,35672,4319,643,1904,2865
United States,Texas,TX,Harris,TOMBALL,215 SOUTH POPLAR STREET,77375,126402,NORTHPOINT HEALTHCARE SERVICES INCORPORATED,747639,11/26/11,Proprietary,11/26/13,YES,YES,YES,YES,Not Available,,,30.093719,-95.6195317,77375,46466,22980,23486,32.7,46466,5376,11.56974992,69046,28876,1431,3.079671157,16104,2002,159700,35672,4319,643,1904,2865
United States,Texas,TX,Bell,TEMPLE,2010 SW HK DODGEN LOOP SUITE 200,76504,126152,STANDARDS HOME HEALTH,458194,9/8/94,Proprietary,9/8/09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,31.0761391,-97.3763976,76504,23127,11109,12018,34.4,23127,5351,23.13745838,37955,19342,718,3.104596359,10563,1975,91000,16683,4362,135,354,567
United States,Texas,TX,Bell,TEMPLE,1708 WEST AVENUE H  SUITE #A,76504,126152,FIRST ATLANTIC HEALTHCARE SYSTEM,457947,11/30/05,Proprietary,11/30/07,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,,,76504,23127,11109,12018,34.4,23127,5351,23.13745838,37955,19342,718,3.104596359,10563,1975,91000,16683,4362,135,354,567
United States,Texas,TX,Dallas,MESQUITE,18770 LYNDON B JOHNSON FREEWAY STE 100,75150,122352,AGAPE HOME HEALTHCARE,458154,9/9/94,Proprietary,9/9/09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,32.8021604,-96.6246649,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,1000 WIGGINS PARKWAY,75150,122352,CHRISTIAN CARE HOME HEALTH AND HOSPICE,678148,2/29/96,Non - Profit Religious,2/28/11,YES,YES,YES,YES,Not Available,,,32.8357941,-96.6120183,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,1675 REPUBLIC PARKWAY SUITE 200,75150,122352,CRYSTAL CARE HOME HEALTH SERVICES INC,459369,7/22/97,Proprietary,7/22/12,YES,YES,YES,YES,Not Available,,,32.8294423,-96.6262782,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,2601 GUS THOMASSON ROAD #100,75150,122352,KC HOME HEALTH AGENCY INC,459473,10/6/99,Proprietary,10/6/14,YES,YES,YES,YES,Not Available,,,,,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,2601 GUS THOMASSON SUITE 300,75150,122352,VIRTUAL HOME CARE INC,679095,1/2/02,Proprietary,1/2/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,32.7993478,-96.6344594,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,3939 E HIGHWAY 80 SUITE 470,75150,122352,HEARTBEAT HOME HEALTH AGENCY LTD LLP,679105,2/1/02,Proprietary,2/1/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,32.4411796,-99.6597338,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,700 NORTH TOWN EAST BOULEVARD SUITE 159,75150,122352,HERITAGE HOME HEALTHCARE,679113,3/1/02,Non - Profit Other,3/1/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,32.8127288,-96.6062886,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,3939 EAST US HIGHWAY 80 STE 306,75150,122352,NEW HORIZON HOME HEALTH,679165,9/25/02,Proprietary,9/25/04,YES,YES,YES,YES,Not Available,,,32.7952511,-96.6586732,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,3939 E US HIGHWAY 80 STE 254,75150,122352,VITAL POINT CORPORATION,679241,3/21/03,Proprietary,3/21/05,YES,YES,YES,YES,Not Available,,,32.7952511,-96.6586732,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,2111 N BELTLINE ROAD SUITE 102,75150,122352,DEPENDABLE HOME CARE INC,679381,12/1/03,Proprietary,12/1/05,YES,YES,YES,YES,Not Available,,,32.7925666,-96.5959524,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,18601 LBJ FREEWAY SUITE 460,75150,122352,PREMIER HEALTH CARE SERVICES,679392,12/17/03,Proprietary,12/17/05,YES,YES,YES,YES,Not Available,,,32.8043605,-96.6272872,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,3149 NORTH US HIGHWAY 67 SUITE C,75150,122352,BLESSINGS HOME HEALTH AGENCY,679482,5/14/04,Proprietary,5/14/06,YES,YES,YES,YES,Not Available,,,32.803923,-96.670093,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,18601 LYNDON B JOHNSON FWY # 330,75150,122352,MED GLOBAL HOME HEALTH CARE INC,453118,7/19/04,Proprietary,7/19/06,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,32.8036465,-96.6278642,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,3939 US 80 E HIGHWAY SUITE 239 A,75150,122352,ESPREE HEALTH SERVICES,453176,10/29/04,Proprietary,10/29/06,YES,YES,YES,YES,Not Available,,,32.7950191,-96.6577523,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,18601 LBJ FREEWAY SUITE 110,75150,122352,TEXAS BEST CARE HOME HEALTH INC,673195,4/5/05,Proprietary,4/5/07,YES,YES,YES,YES,Not Available,,,32.8043605,-96.6272872,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,5913 NORTHWEST DRIVE,75150,122352,CHEMANA HOME HEALTH SERVICES INC,673189,4/14/05,Proprietary,4/14/07,YES,YES,YES,YES,Not Available,,,32.8403458,-96.623753,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,4224 WOODBLUFF DR,75150,122352,PROFICIENT HOME HEALTH CARE SERVICES INC,457875,8/22/05,Proprietary,8/22/07,YES,NO,NO,YES,Not Available,,,32.8223982,-96.6001552,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,3224 IH 30 EAST SUITE 118,75150,122352,PRECIOUS HOME HEALTH CARE INC,457969,1/13/06,Proprietary,1/13/08,YES,YES,YES,YES,Not Available,,,32.8652984,-96.5420552,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,3939 EAST HIGHWAY 80 SUITE 428,75150,122352,MJ HOME HEALTH AGENCY INC,457981,1/24/06,Proprietary,1/24/08,YES,YES,YES,YES,Not Available,,,32.0208868,-102.0261452,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,3939 EAST US HWY 80 SUITE 375,75150,122352,MORNING STAR QUALITY HOME HEALTH,677804,2/13/06,Proprietary,2/13/08,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,32.7952511,-96.6586732,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,3213 IH 30  SUITE 205,75150,122352,DIVINITY HEALTHCARE PLLC,677879,3/29/06,Proprietary,3/29/08,YES,YES,NO,YES,Not Available,,,32.8139035,-96.6483302,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,3129 INTERSTATE 30 SUITE H,75150,122352,LEONE HOMEHEALTH CARE AGENCY INC,747050,2/5/09,Proprietary,2/5/11,YES,YES,YES,YES,Not Available,,,32.8143906,-96.6471703,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,3939 US HWY 80 E STE 254,75150,122352,CVS HOME HEALTH AGENCY INC,747072,3/16/09,Proprietary,3/16/11,YES,YES,YES,YES,Not Available,,,32.7952511,-96.6586732,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,3939 EAST US HWY 80 SUITE # 273,75150,122352,REGENCY HOME HEALTHCARE,747133,7/2/09,Proprietary,7/2/11,YES,YES,YES,YES,Not Available,,,32.7952037,-96.6586228,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,18601 LBJ FREEWAY SUITE 706,75150,122352,MECARE HOME HEALTH INC,747212,8/14/09,Proprietary,8/14/11,YES,YES,YES,YES,Not Available,,,32.8043605,-96.6272872,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,3225 IH 30 SUITE E,75150,122352,NESS HOME HEALTH SERVICE LLC,747293,11/23/09,Proprietary,11/23/11,YES,YES,YES,NO,Not Available,,,32.8139622,-96.6484869,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,3225 IH - 30 STE F,75150,122352,PRUDENT HEALTHCARE AGENCY,747352,2/25/10,Proprietary,2/25/12,YES,YES,YES,YES,Not Available,,,32.8139622,-96.6484869,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,1001 MORRISON DR,75150,122352,SENAI HOME HEALTH,747419,8/20/10,Proprietary,8/20/12,YES,NO,NO,NO,Not Available,,,32.7997448,-96.6136744,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,3939 US HWY 80E STE 305,75150,122352,SAS HOME HEALTH SERVICES INC,747557,3/29/11,Proprietary,3/29/13,YES,YES,YES,YES,Not Available,,,32.28253,-90.082389,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,3213 INTERSTATE 30 SUITE 203,75150,122352,SIGNATURE HEALTH CARE INC,747829,3/13/13,Proprietary,3/13/15,YES,YES,YES,YES,Not Available,,,32.8148207,-96.6481289,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Dallas,MESQUITE,3213 INTERSTATE 30 STE 411,75150,122352,SENIOR SAINTS HOME CARE,747893,3/24/13,Proprietary,3/24/15,YES,YES,YES,YES,Not Available,,,32.8148207,-96.6481289,75150,60986,29553,31433,32.5,60986,9301,15.25104122,46845,22221,2188,3.587708654,23425,1982,105600,41360,12078,602,1996,2904
United States,Texas,TX,Collin,PLANO,2800 W PARKER SUITE 106,75075,123777,ADDITIONAL KARE,458160,9/20/94,Proprietary,9/20/09,YES,YES,NO,NO,Not Available,,,33.0406334,-96.749692,75075,36385,17644,18741,40.6,36385,2924,8.036278686,71118,35996,673,1.849663323,14511,1981,203000,28165,2859,166,3252,746
United States,Texas,TX,Collin,PLANO,400 CHISHOLM PLACE SUITE 400,75075,123777,CHARLIN HEALTHCARE SERVICES INC,453150,8/30/04,Proprietary,8/30/06,YES,YES,YES,YES,Not Available,,,33.0269044,-96.7128603,75075,36385,17644,18741,40.6,36385,2924,8.036278686,71118,35996,673,1.849663323,14511,1981,203000,28165,2859,166,3252,746
United States,Texas,TX,Collin,PLANO,2825 REGAL ROAD SUITE 105,75075,123777,VERITAS HOME HEALTH,677811,2/16/06,Proprietary,2/16/08,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,33.0219248,-96.7495874,75075,36385,17644,18741,40.6,36385,2924,8.036278686,71118,35996,673,1.849663323,14511,1981,203000,28165,2859,166,3252,746
United States,Texas,TX,Collin,PLANO,2800 WEST 15TH STREET,75075,123777,HEALTHSOUTH HOME HEALTH OF PLANO,677952,5/23/06,Proprietary,5/23/08,YES,YES,YES,YES,Not Available,,,33.0183471,-96.7481447,75075,36385,17644,18741,40.6,36385,2924,8.036278686,71118,35996,673,1.849663323,14511,1981,203000,28165,2859,166,3252,746
United States,Texas,TX,Collin,PLANO,2115 TEAKWOOD LN SUITE 300,75075,123777,GENUINE HOME HEALTH SERVICES,679631,5/23/07,Proprietary,5/23/09,YES,YES,YES,YES,Not Available,,,33.0381019,-96.7349735,75075,36385,17644,18741,40.6,36385,2924,8.036278686,71118,35996,673,1.849663323,14511,1981,203000,28165,2859,166,3252,746
United States,Texas,TX,Collin,PLANO,641 W PLANO PKWY SUITE 311,75075,123777,AMITY HEALTH CARE SERVICES,747539,5/23/11,Proprietary,5/23/13,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,33.0100454,-96.7129021,75075,36385,17644,18741,40.6,36385,2924,8.036278686,71118,35996,673,1.849663323,14511,1981,203000,28165,2859,166,3252,746
United States,Texas,TX,Tarrant,FORT WORTH,3509 HULEN ST SUITE 201,76107,117152,BRIDGEWAY HEALTH SERVICES INC,458178,11/2/94,Proprietary,11/2/09,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0,4.75,32.7255258,-97.3874927,76107,28298,13591,14707,35.1,28298,4703,16.61954908,59314,47265,737,2.604424341,15323,1960,241900,20818,3402,216,408,2667
United States,Texas,TX,Tarrant,FORT WORTH,1320 SOUTH UNIVERSITY DRIVE SUITE 510,76107,117152,ENCOMPASS HOME HEALTH OF NORTH CENTRAL TEXAS,679167,10/8/02,Proprietary,10/8/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,32.7321027,-97.3636873,76107,28298,13591,14707,35.1,28298,4703,16.61954908,59314,47265,737,2.604424341,15323,1960,241900,20818,3402,216,408,2667
United States,Texas,TX,Tarrant,FORT WORTH,3901 W VICKERY BLVD STE 1,76107,117152,HOME SWEET HOMEHEALTH,747777,6/21/12,Proprietary,6/21/14,YES,YES,YES,YES,Not Available,,,32.7296681,-97.3726534,76107,28298,13591,14707,35.1,28298,4703,16.61954908,59314,47265,737,2.604424341,15323,1960,241900,20818,3402,216,408,2667
United States,Texas,TX,Runnels,WINTERS,7571 STATE HIGHWAY 153,79567,127277,NORTH RUNNELS HOME HEALTH AGENCY,458191,11/10/94,Proprietary,11/10/09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,31.9499118,-99.963151,79567,3268,1655,1613,36.6,3268,579,17.71725826,41361,21606,59,1.805385557,1614,1955,55000,3021,30,50,129,34
United States,Texas,TX,Lubbock,LUBBOCK,2302 34TH STREET,79411,121652,PHOENIX HOME CARE SERVICE INC,458232,11/18/94,Proprietary,11/18/09,YES,YES,YES,YES,Not Available,,,33.5636621,-101.8653611,79411,8665,4372,4293,25.5,8665,2981,34.40276976,29965,16702,206,2.377380265,3746,1955,56000,6491,262,289,99,1422
United States,Texas,TX,Tarrant,FORT WORTH,1208 COUNTRY CLUB LANE  STE #B,76112,117202,UNIVERSAL HEALTH SERVICES,458238,12/2/94,Proprietary,12/2/09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,,,76112,40917,20159,20758,36,40917,10405,25.42952807,38570,22466,1954,4.775521177,18894,1975,96200,17120,18225,162,891,2828
United States,Texas,TX,Harris,HOUSTON,6200 SAVOY DR SUITE 250,77036,118977,SUPREME HEALTH CARE INC,458221,12/5/94,Proprietary,12/5/09,YES,YES,YES,YES,Not Available,,,29.7151278,-95.5054358,77036,77770,40352,37418,29.4,77770,29010,37.30230166,27576,14390,3305,4.249710685,30892,1976,121400,35933,12040,176,12342,16480
United States,Texas,TX,Harris,HOUSTON,9888 BISSONNET  SUITE 430,77036,118977,BELOVED HOME HEALTH SERVICES INC,458287,1/10/95,Proprietary,1/10/10,YES,YES,YES,NO,Not Available,,,29.6757012,-95.5524788,77036,77770,40352,37418,29.4,77770,29010,37.30230166,27576,14390,3305,4.249710685,30892,1976,121400,35933,12040,176,12342,16480
United States,Texas,TX,Harris,HOUSTON,6200 SAVOY SUITE 240,77036,118977,CONSOLIDATED COMMUNITY RESOURCES INC,458333,3/21/95,Proprietary,3/21/10,YES,YES,YES,YES,Not Available,,,29.7151278,-95.5054358,77036,77770,40352,37418,29.4,77770,29010,37.30230166,27576,14390,3305,4.249710685,30892,1976,121400,35933,12040,176,12342,16480
United States,Texas,TX,Harris,HOUSTON,7100 REGENCY SQUARE BLVD SUITE 255,77036,118977,UNIVERSAL HEALTH SERVICES,678449,10/3/96,Non - Profit Private,10/3/11,YES,YES,YES,YES,Not Available,,,29.7161261,-95.5075764,77036,77770,40352,37418,29.4,77770,29010,37.30230166,27576,14390,3305,4.249710685,30892,1976,121400,35933,12040,176,12342,16480
United States,Texas,TX,Harris,HOUSTON,6666 HARWIN DRIVE SUITE 350,77036,118977,VITAL AMBULATORY HEALTHCARE INC,459006,11/26/96,Proprietary,11/26/11,YES,YES,YES,YES,Not Available,,,29.7201642,-95.4992892,77036,77770,40352,37418,29.4,77770,29010,37.30230166,27576,14390,3305,4.249710685,30892,1976,121400,35933,12040,176,12342,16480
United States,Texas,TX,Harris,HOUSTON,9898 BISSONNET STREET SUITE #594,77036,118977,PRESTIGE HEALTH SERVICES INC.,459008,11/26/96,Proprietary,11/26/11,YES,YES,YES,YES,Not Available,,,,,77036,77770,40352,37418,29.4,77770,29010,37.30230166,27576,14390,3305,4.249710685,30892,1976,121400,35933,12040,176,12342,16480
United States,Texas,TX,Harris,HOUSTON,9898 BISSONNET SUITE 426,77036,118977,GC HEALTH SERVICES INC,459068,1/16/97,Proprietary,1/16/12,YES,YES,YES,YES,Not Available,,,29.6758325,-95.5531145,77036,77770,40352,37418,29.4,77770,29010,37.30230166,27576,14390,3305,4.249710685,30892,1976,121400,35933,12040,176,12342,16480
United States,Texas,TX,Harris,HOUSTON,9898 BISSONNET SUITE 600,77036,118977,TAWL HEALTH CARE INC,459292,5/29/97,Proprietary,5/29/12,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,29.6758325,-95.5531145,77036,77770,40352,37418,29.4,77770,29010,37.30230166,27576,14390,3305,4.249710685,30892,1976,121400,35933,12040,176,12342,16480
United States,Texas,TX,Harris,HOUSTON,6201 BONHOMME STREET #166 N,77036,118977,CARE UNLIMITED HOME HEALTH,459431,11/19/98,Proprietary,11/19/13,YES,YES,YES,YES,Not Available,,,,,77036,77770,40352,37418,29.4,77770,29010,37.30230166,27576,14390,3305,4.249710685,30892,1976,121400,35933,12040,176,12342,16480
United States,Texas,TX,Harris,HOUSTON,6201 BONHOMME ROAD SUITE 252 N,77036,118977,FIRST PRIORITY CARE INC,459499,8/28/00,Proprietary,8/28/02,YES,YES,YES,NO,Not Available,,,29.71169,-95.5130587,77036,77770,40352,37418,29.4,77770,29010,37.30230166,27576,14390,3305,4.249710685,30892,1976,121400,35933,12040,176,12342,16480
United States,Texas,TX,Harris,HOUSTON,9898 BISSONNET SUITE 388,77036,118977,EXCELS HEALTH CARE SERVICES INC,679068,9/6/01,Proprietary,9/6/03,YES,YES,YES,YES,Not Available,,,29.6758325,-95.5531145,77036,77770,40352,37418,29.4,77770,29010,37.30230166,27576,14390,3305,4.249710685,30892,1976,121400,35933,12040,176,12342,16480
United States,Texas,TX,Harris,HOUSTON,10333 HARWIN DR STE 575,77036,118977,CASSEL HEALTH SERVICES,679085,11/19/01,Proprietary,11/19/03,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,29.7163357,-95.5479061,77036,77770,40352,37418,29.4,77770,29010,37.30230166,27576,14390,3305,4.249710685,30892,1976,121400,35933,12040,176,12342,16480
United States,Texas,TX,Harris,HOUSTON,10039 BISSONNET SUITE 338,77036,118977,MAXCARE HOME HEALTH SERVICES INC,679093,12/31/01,Proprietary,12/31/03,YES,YES,YES,YES,Not Available,,,29.674528,-95.5540989,77036,77770,40352,37418,29.4,77770,29010,37.30230166,27576,14390,3305,4.249710685,30892,1976,121400,35933,12040,176,12342,16480
United States,Texas,TX,Harris,HOUSTON,7100 REGENCY SQUARE SUITE 222,77036,118977,GABRIEL HOME HEALTH CARE,679094,1/2/02,Proprietary,1/2/04,YES,YES,YES,NO,Not Available,,,29.7161261,-95.5075764,77036,77770,40352,37418,29.4,77770,29010,37.30230166,27576,14390,3305,4.249710685,30892,1976,121400,35933,12040,176,12342,16480
United States,Texas,TX,Harris,HOUSTON,6001 SAVOY SUITE 501,77036,118977,ACC HEALTH SERVICES INC,679097,1/8/02,Proprietary,1/8/04,YES,YES,YES,YES,Not Available,,,29.7165917,-95.504944,77036,77770,40352,37418,29.4,77770,29010,37.30230166,27576,14390,3305,4.249710685,30892,1976,121400,35933,12040,176,12342,16480
United States,Texas,TX,Harris,HOUSTON,7211 REGENCY SQUARE  102,77036,118977,RESOURCE HOME HEALTH SERVICES,679098,1/8/02,Proprietary,1/8/04,YES,YES,YES,YES,Not Available,,,29.7152377,-95.5103945,77036,77770,40352,37418,29.4,77770,29010,37.30230166,27576,14390,3305,4.249710685,30892,1976,121400,35933,12040,176,12342,16480
United States,Texas,TX,Harris,HOUSTON,8700 COMMERCE PARK DRIVE SUITE #206,77036,118977,TEXACARE HEALTH SERVICES INC.,679150,6/27/02,Proprietary,6/27/04,YES,YES,YES,YES,Not Available,,,29.6857991,-95.5359326,77036,77770,40352,37418,29.4,77770,29010,37.30230166,27576,14390,3305,4.249710685,30892,1976,121400,35933,12040,176,12342,16480
United States,Texas,TX,Harris,HOUSTON,9888 BISSONNET STREET SUITE 570,77036,118977,TEXAS QUALITY HOME HEALTH INC,679149,7/24/02,Proprietary,7/24/04,YES,YES,YES,YES,Not Available,,,29.6757012,-95.5524788,77036,77770,40352,37418,29.4,77770,29010,37.30230166,27576,14390,3305,4.249710685,30892,1976,121400,35933,12040,176,12342,16480
United States,Texas,TX,Harris,HOUSTON,6201 BONHOMME 264,77036,118977,WEST WYNDE HEALTH SERVICES,679210,1/13/03,Proprietary,1/13/05,YES,YES,YES,YES,Not Available,,,29.71169,-95.5130587,77036,77770,40352,37418,29.4,77770,29010,37.30230166,27576,14390,3305,4.249710685,30892,1976,121400,35933,12040,176,12342,16480
United States,Texas,TX,Harris,HOUSTON,7111 HARWIN DRIVE SUITE 216,77036,118977,DIMENSION HEALTHCARE SERVICES INC,679212,1/23/03,Proprietary,1/23/05,YES,YES,YES,YES,Not Available,,,29.717722,-95.5081405,77036,77770,40352,37418,29.4,77770,29010,37.30230166,27576,14390,3305,4.249710685,30892,1976,121400,35933,12040,176,12342,16480
United States,Texas,TX,Harris,HOUSTON,9888 BISSONNET SUITE 268,77036,118977,CHARLTON HOME HEALTH INC,679219,2/10/03,Proprietary,2/10/05,YES,YES,YES,NO,Not Available,,,29.6757012,-95.5524788,77036,77770,40352,37418,29.4,77770,29010,37.30230166,27576,14390,3305,4.249710685,30892,1976,121400,35933,12040,176,12342,16480
